filename,perspective_score_hood,perspective_score_backdoor_left
65eb9449-4a49-4a67-8e72-981ef48678c9.jpg,0.0,0.36471665
f39cef0d-f792-4b93-8833-ee19fbc338f9.jpg,0.32637197,0.0
e5ca6c04-8534-4130-9ec0-3f70c3973786.jpg,0.33974707,0.0
0f797747-5b31-4b5d-a8c5-917f8810bf11.jpg,0.5495919,0.088605
34f644bd-bbc6-41eb-92cc-3c632ab36b71.jpg,0.9057395,0.0
47b458e4-5265-473f-acfc-a47de9efa4e7.jpg,0.6749453,0.54712963
b4968a50-4522-4a02-b382-a587127e5a6e.jpg,0.9087914,0.12108486
8d3f0614-ae49-4cc7-afc3-18baf9b8efac.jpg,0.0,0.90089107
6cc6cce9-ef0c-4ff8-a745-a184d42e8fd2.jpg,0.9025552,0.61950636
8e52ca8f-9943-469d-8e48-b6e2d20989f4.jpg,0.90509367,0.0
2f3caafd-0e54-4181-8a67-ccc7c17b8449.jpg,0.10561598,0.0
6d9e1b9a-5cca-4aee-bae0-a425d0bcca59.jpg,0.9027131,0.7289509
55930708-d01a-4bbf-a6d0-537cf8d9091c.jpg,0.25107768,0.0
91958b7a-e88c-46ec-876a-79934e5c51db.jpg,0.90576625,0.0
21962142-7540-4846-a3e0-e7fc53685d98.jpg,0.0,0.911104
79452ceb-355c-4658-8aa4-7a7a6ad5415b.jpg,0.9018124,0.54646385
6454ec64-8d5a-4ce7-86bc-3884c7a929ad.jpg,0.0,0.90241116
785e5153-258e-4ada-af34-8c91d5ee8fc6.jpg,0.0,0.90015817
b656f969-c9a7-4c44-9a0b-d6e87198ce83.jpg,0.36239287,0.0
b138370f-63be-4c6f-8a92-810108f2772c.jpg,0.67358714,0.5448752
020be2bd-c259-4b80-a59a-a54a399e7704.jpg,0.9045022,0.0
28273bf7-21e9-4968-b9e7-6df502ae0e1c.jpg,0.0,0.86914825
d3b8db00-1ec0-47d3-a468-e0f735454219.jpg,0.90242374,0.0
71aaff80-3207-439c-bb58-0143a9e899f8.jpg,0.70333093,0.0
c5d0a6d8-1c0a-462b-9e04-9442197a061f.jpg,0.90555185,0.0
e738c8a5-41c7-4c46-b673-4d0cb5e639ca.jpg,0.50376177,0.67129266
66c1ed36-14d1-4817-b077-00449c44b46d.jpg,0.90372145,0.09241667
04c797d9-4978-418a-aeff-1b1099f77be8.jpg,0.0,0.75412744
bf442a1b-886c-48c2-84f9-60eb0af5055b.jpg,0.9008834,0.0
84b1267e-fb4b-4caa-b1b7-979309dffb58.jpg,0.0,0.7075397
2553f239-7cb6-4ea0-aa0b-d44b7f9d1cd8.jpg,0.9023681,0.63586664
2ca84b86-ef95-4bb4-8561-9e602b7050ee.jpg,0.3110467,0.5859885
1046d181-e8ec-48cc-b20b-a0860da2bd2c.jpg,0.9085791,0.0
32100cc1-323e-4717-8529-ff5e0d3f0b9c.jpg,0.20226781,0.0
84a8a58d-e32b-4c54-baab-4f1cfeb89e52.jpg,0.91918516,0.0
2a22b423-ebfc-4f16-b84e-f23eb145e3b7.jpg,0.0,0.6521064
827f7720-642e-4466-bab4-b16e89b4876d.jpg,0.90604454,0.58854747
c6e0b5bd-75d4-421d-af1f-27d22c8c4257.jpg,0.90289515,0.72524065
4d8d3780-e786-400f-b2fd-62eed728ba8c.jpg,0.17116056,0.90635026
cbda223d-6a00-41e7-958d-1c3e267ae857.jpg,0.90229523,0.0
ba0ac6c6-5696-4037-a1b1-5cf74d38fd39.jpg,0.0,0.44279167
2d6380f9-ee7e-43c2-a314-fe3e1fd78662.jpg,0.29946825,0.0
606d40ad-70be-4092-a295-29da80e2e53d.jpg,0.0,0.6292911
dc7f9d22-1225-44ce-85cb-e63f20f4ec60.jpg,0.1662272,0.0
e5a7db15-d30f-4186-ae14-895d30b826f6.jpg,0.0,0.23226501
c68e9d06-13cb-48ef-b5f8-4eb10bcfa3ea.jpg,0.9023795,0.0
e0691a15-229e-4986-8dd3-721fc8c7e4c6.jpg,0.0,0.8685068
e977fe28-9903-426c-8dc5-e74ef61bd161.jpg,0.8955593,0.4910859
063b47cd-4893-47bb-946a-bc77f2d557c0.jpg,0.14585917,0.0
b0a7a54e-4541-4842-8305-f4c89e23df2e.jpg,0.45752963,0.0
adeab409-08ed-48a6-9ca6-6e8e927a7830.jpg,0.9016564,0.0
ba1d7f99-6a2d-407a-a76d-ae7c28185b11.jpg,0.25652713,0.0
e2835876-ff0b-4617-bcc8-278ab46f4ec0.jpg,0.90625125,0.0
a4a096f6-5dd6-47b8-8327-c5bcb33eafc6.jpg,0.0,0.9022464
74c70838-81c4-4392-9b2b-f5d0b6586915.jpg,0.1541435,0.0
d7ce0e22-d162-4a99-a4ed-2b9e67e29f0e.jpg,0.0,0.9090274
33b9e151-8955-4c83-a365-12e5b93aa9d0.jpg,0.6533803,0.0
afddeb05-b451-4600-bd9d-b202efedf6e1.jpg,0.9022551,0.0
11c3c09f-78a3-461b-9e98-4776fca9109d.jpg,0.9004287,0.44172406
3d06b7aa-e011-483c-a9b5-35ff2adbd370.jpg,0.0,0.9089612
324db899-eef2-4407-a653-3bb842bb0de4.jpg,0.0,0.13793644
0306f623-e423-49f3-94f5-e8ce9a899ff3.jpg,0.0,0.7951773
cf53563f-73f2-472f-b433-372668b5a90c.jpg,0.76172423,0.4727346
6f70cf18-fa69-4121-a9cb-2cc27fbf770a.jpg,0.0,0.90003633
7da0f6ce-e27c-442e-b382-3001115f6b12.jpg,0.0,0.90250593
f2ebfe4f-56c2-45ca-a688-1b75cdd523a6.jpg,0.0,0.15142219
0bd35774-1d9d-4acd-ae8c-89c75e4c36ad.jpg,0.0,0.9008552
4514854c-8938-474b-bdd1-1c9153ee0b3b.jpg,0.9031009,0.7004914
0a697bfb-e6d3-4779-98fe-fc8e53f56265.jpg,0.0,0.18236442
f3792482-7f9b-4dbb-b172-9e290b533d42.jpg,0.14943554,0.90086144
864d63b2-798a-4614-881c-d2623e295ae2.jpg,0.0,0.90692145
e0b52fc0-9a3f-41c2-9831-fe5490586b6b.jpg,0.0,0.448298
c665007c-5cde-4de0-8fb3-eda375d9c74f.jpg,0.90492874,0.0
fa31e661-af37-4508-b113-acd8fdc7f1e0.jpg,0.0,0.9043547
210f612c-4e6b-496c-962e-485693082ca1.jpg,0.0,0.84524477
bd5228e0-18b5-41b2-98f0-9d091e24612e.jpg,0.19800892,0.0
dd1a9b6d-fbec-4a71-a8f5-bca299865fbd.jpg,0.0,0.5809445
1750a14e-aade-4661-8ca5-a6403cfe50b5.jpg,0.0,0.9037513
3e9f5c5a-5ab9-48e6-a6a9-375a0a0b12b8.jpg,0.0,0.9222106
9a47c686-e5e4-46db-8fdb-2ed0819aaf27.jpg,0.9044788,0.0
73804d3c-ba99-462c-85c8-953e3cff34c3.jpg,0.15116884,0.907716
e34a9787-a291-4283-b8a4-eb059c0294cb.jpg,0.0,0.25585496
4b54d065-87b8-4554-b8fe-da8385d2e9a5.jpg,0.3666782,0.9000504
87b9d766-e578-47e3-865b-03cfba923c15.jpg,0.900179,0.0
97a337f5-831d-4dd9-b6c3-31af9e907d81.jpg,0.90527207,0.0
74b497e5-34a2-4336-bbe2-98516d186392.jpg,0.9011524,0.4919848
f232fb75-a888-4513-b2d5-48ef7c26a686.jpg,0.90031415,0.0
0f7042b3-2db4-493e-8a84-d7ac950cc90f.jpg,0.3742704,0.0
c23ae444-4a3e-4e41-b669-2d9a3e685055.jpg,0.42299697,0.0
f666c75e-985f-4433-8d01-0c1cf990f132.jpg,0.2838928,0.0
abbbc986-3d2d-4d1b-b035-f4ac6ef220be.jpg,0.26161656,0.0
ff7434da-3456-4181-b099-e496c4326898.jpg,0.0,0.9026171
b3050f4a-bf57-4f37-8bc0-ae463b307562.jpg,0.074877314,0.550479
ed94fe18-0db7-49bd-92cb-ce21d47d5bea.jpg,0.90168935,0.0
48ec9096-2592-45ab-acdb-13ed73f4dd39.jpg,0.0,0.9117018
aa0a38b8-6187-4308-b820-612d9238fecb.jpg,0.0,0.9022258
6d36b8cb-7ec1-4d58-82ca-51da0d476b93.jpg,0.23970103,0.817467
0b3bc0c5-d852-43f7-88ed-98caae18b2a6.jpg,0.7195539,0.0
5effedf5-b508-4690-b9b5-08237906bb44.jpg,0.6645528,0.54837275
c8675d13-af93-4dbc-b61d-21ab19f8a2b1.jpg,0.0,0.90423685
d9c251cf-9862-4ed1-a0a9-2da5fb93c71e.jpg,0.38228774,0.13854183
6cbc75c8-9fc2-42f0-980e-b6a4daea237d.jpg,0.0,0.8756513
6426e3f8-2e9b-4859-8b21-6eb11e07fe7d.jpg,0.0,0.90213364
b6ba0f09-b9a1-477d-b4f5-099d9c85e93b.jpg,0.0,0.9008491
6f3d3b20-bb22-4511-92d9-8e83174ffc90.jpg,0.0,0.9246942
c76b8a49-8d21-4653-a885-51374eb31ccc.jpg,0.0,0.77948815
7d181e57-be12-4601-9174-00245cd1b2f1.jpg,0.0,0.84717613
2e8f2f90-9b07-46fe-b029-bbf97d2eb887.jpg,0.9030047,0.0
12a8242c-7574-4b4e-b1f9-b5ef24de6e9c.jpg,0.0,0.9211503
e1c62993-0db7-4f37-bd49-2223703c937e.jpg,0.0,0.69638664
313bcaa9-8781-4ff9-adb5-98e0871e96ea.jpg,0.51159036,0.0
9136ad3c-f064-48c3-a928-3b60e2676d78.jpg,0.7638043,0.0
b69e7b0c-1195-41d7-83b3-8bb93bad38fe.jpg,0.041831374,0.51587516
3aaa73d1-ebe6-4f19-a5b4-448487ea84fa.jpg,0.0,0.91989964
45833beb-19f7-4777-8449-8f5d1a4fce5e.jpg,0.19323435,0.0
d12b37f0-b0fd-4b43-b1e3-13e89bce25c7.jpg,0.7041167,0.0
cfcbd38f-75bd-4534-bf4f-2ef0480b1264.jpg,0.0,0.8999104
d00df39a-3145-4097-911e-442cce836a22.jpg,0.0,0.8999809
37023236-762a-470b-a754-9f6ed95dbed2.jpg,0.6664692,0.0
a079fcce-b7a0-43a1-a92a-1b092c1fc528.jpg,0.0,0.90713686
677d8338-c1b0-4cd5-b3ff-46535b4910a1.jpg,0.6981211,0.0
cb397ea4-0cda-466b-8eec-00b2a7bd5c02.jpg,0.30743882,0.0
adb45c12-afed-4504-899c-acea7b6fd92a.jpg,0.0,0.90690196
b1379aba-214c-4e24-8064-0141a4ca128a.jpg,0.0,0.87333333
eb57b0d8-924e-4949-ae08-9cd0bb50ff4f.jpg,0.9015243,0.0
0092d4e8-c518-4672-992d-2397974d40a9.jpg,0.9024988,0.0
6563696f-8108-48bc-a5de-e27cdcaf29f8.jpg,0.0,0.8376994
ff8a9773-daf7-4293-af59-62df210834d8.jpg,0.90097195,0.48692188
e36c0b2e-a814-42c7-9939-84d8564d2f18.jpg,0.78328913,0.5314251
16e80058-8649-4d1a-96ad-5ed4498d22e5.jpg,0.90571606,0.5581051
439ad98d-f117-4332-90a4-5adfff967dbb.jpg,0.90624875,0.57836753
64146a2a-f3ff-4378-a371-0bddd3624a52.jpg,0.0,0.24116929
a7f23347-27d1-43ca-b8cf-58b7214b4512.jpg,0.121001825,0.0
a81b4f70-461b-49a5-b25b-37f3404c7f1b.jpg,0.7672855,0.20471042
485d5257-35fa-44ef-817c-025b9f0278f4.jpg,0.031403143,0.21493743
35499758-10ec-4534-8e4f-071a1aeaee86.jpg,0.90350604,0.6835848
0e34b3e7-132b-4d30-9cb2-094cc9315b0c.jpg,0.90158063,0.0
a5056dec-7d8c-4a4c-99a9-b8c48421f23a.jpg,0.0,0.24801584
165cddde-9bc7-45e5-9d80-9a327eeef2c8.jpg,0.0,0.13274944
f4ec40eb-57b5-4bc5-9be4-e19c45d16823.jpg,0.8907253,0.0
74166433-2f69-4e0d-8ac3-d9d689600d61.jpg,0.9043148,0.0
f5533ea0-410d-4ab5-ac77-3de8af33ecc3.jpg,0.0,0.9002464
ca7491eb-ab24-44a7-9664-7b73ed55ea4c.jpg,0.0,0.33747405
6b1889ae-ac31-4423-9fc7-f967aa36d265.jpg,0.29574043,0.0
68659f71-8d39-4579-84ab-84191930fde4.jpg,0.9086591,0.0
ddad0b7f-f8c2-488f-961d-772ad8068a8e.jpg,0.0,0.20168352
c0cef84f-d7f7-4b6b-bab2-6e74ce867a99.jpg,0.9007121,0.574616
266f00f6-a956-432a-94e4-261826b180b3.jpg,0.9039558,0.53609556
e8e13b4f-1b11-408f-9db5-9d259b6bc408.jpg,0.0,0.75225013
f85cc0d9-ed4c-4147-8209-8c1c181260a0.jpg,0.0,0.90099114
96719b09-08d5-45b8-8cb7-55580f6d6886.jpg,0.90167457,0.5224212
551fd95d-5ee9-4c75-b3b9-036f0b2f77d4.jpg,0.4754152,0.0
d80a2a00-ee84-4b84-9d19-000f2a8932bf.jpg,0.0,0.8810062
9b55abae-0375-41e1-9c0d-c6a4907a8ddd.jpg,0.40223408,0.47987285
8e9853b5-0229-42e5-9b9c-97ad1aa16a9d.jpg,0.0,0.6917934
e7e98c79-d2d4-437f-8fbf-3648e2c9128e.jpg,0.77367735,0.2820833
3b726c86-be22-401e-b89d-c53e4aaf277b.jpg,0.90328515,0.0
cf8bda85-9832-4140-bd15-0a6d59f83cff.jpg,0.0,0.8028966
073d5933-918d-4d63-b54e-495231b6340e.jpg,0.0,0.9004028
4baf1346-f635-4594-a68c-cb93ebe9a38c.jpg,0.90459,0.0
c28b2ced-a297-4e16-a793-8a77a6f13a9b.jpg,0.34358537,0.0
986d1d51-9269-4520-8772-9b040ff31fc6.jpg,0.0,0.9069335
894a20a8-1279-40ab-8981-2103aa3affdb.jpg,0.9003372,0.0
952abfa7-2369-4f94-bc18-c41b0fff614a.jpg,0.0,0.64896005
dd5b5041-d892-4aa3-8947-ff85fa7d4793.jpg,0.0,0.9169696
23631496-ae71-48e7-939d-0a2cf844ace4.jpg,0.26494417,0.7444691
c43901e9-5394-4c53-b036-5b20c271516f.jpg,0.3500203,0.0
88d0c174-31e5-424e-8618-6c4f27b955ad.jpg,0.0,0.21667667
3f3e7070-b41d-4143-90aa-602b1f0cf7a3.jpg,0.7852547,0.0
1d05a524-e29e-4fe1-a6e9-0d068d588c56.jpg,0.0,0.90360767
47f7b7e7-a4b5-4ca5-b0ca-a50088a0bf77.jpg,0.90217257,0.0
5d14aec1-529c-44e1-bf13-f5b51c5b9dfb.jpg,0.9031874,0.6331071
f1379f7d-14e5-4053-b912-7c6e897b4461.jpg,0.2186027,0.0
7efc7177-f5b9-457d-97bb-f93b8d4ac80f.jpg,0.9029711,0.6086769
1d5f94ca-4af9-4abf-9baf-239d5ee7ee58.jpg,0.0,0.90534145
bdf2945a-e2ef-41fe-b15a-f18a0fc869c4.jpg,0.0,0.904301
1d8278b7-e713-49b5-a81a-fa0438f318d9.jpg,0.0,0.78686285
27ba8da2-8c63-442c-b30b-fe4dda4e8d7d.jpg,0.0,0.9008309
84f94bc9-ecb4-476d-ba91-b5646814ec17.jpg,0.7094049,0.0
9ada38ef-45bc-40be-8ed9-90d2b02d583c.jpg,0.9028608,0.0
e3f81cc0-38a0-4e23-acd0-fe3c231fc043.jpg,0.41197067,0.0
b757203e-3f69-4b3a-993e-adea101f8826.jpg,0.67664665,0.532901
a6addfcf-8206-4f37-b5ec-3b13b8d08376.jpg,0.0,0.542058
7f036533-b497-43d6-8c10-2d90c5666c40.jpg,0.19390097,0.9000334
c966694f-6df2-4989-92dc-66541beb8aa1.jpg,0.4789632,0.0
5e6b9f3c-32bb-4293-afa2-c614e529e25b.jpg,0.659566,0.0
8a25206e-5cb1-4ba4-aa33-e665b60df574.jpg,0.0,0.9343248
3ff73b1d-5fb7-4b9b-803f-f0bbd4ceaa49.jpg,0.0,0.4873551
793d9837-6dae-4e0a-8974-033ef5b45a0d.jpg,0.16661955,0.90450007
